order Id,order Date,Ship Date,Customer ID,Customer Name,Customer Segment,Product ID,Product Name,Category,Region,State,City,Quantity,Unit Price,Discount (%),Sales Amount,Cost Price,Profit,Payment Mode,Delivery Status,Supplier Name,Supplier Email,Stock Left,Auto Reorder,Reorder Quantity
ORD13875,2024-12-15,2024-12-16,CUST946,Jessica Dudley,Corporate,PROD13740,Laptop,Electronics,North,Missouri,Lake Lisamouth,8,48808,20,312371.2,290746.21,21624.99,Cash,Returned,"Baker, Bell and James",ljimenez@whitaker.org,0,Yes,22
ORD13876,2024-09-24,2024-09-30,CUST413,Timothy Paul,Consumer,PROD14297,Pen,Office Supplies,South,Indiana,Michaelshire,2,545,10,981.0,504.14,476.86,Credit Card,Cancelled,Ward Inc,jennifer75@anderson.info,24,No,0
ORD13877,2024-11-27,2024-12-02,CUST653,Audrey Mercado,Consumer,PROD19772,Office Chair,Furniture,North,Alaska,Vickieport,10,10738,15,91273.0,48917.33,42355.67,UPI,Cancelled,Cabrera Group,wgoodwin@savage.com,36,No,0
ORD13878,2024-04-15,2024-04-18,CUST186,Julie Hart,Home Office,PROD17696,Snacks,Grocery,South,Rhode Island,Dickersonberg,8,906,5,6885.6,5916.69,968.91,Cash,Returned,Kelly-Boyd,dorseytravis@white.com,7,Yes,20
ORD13879,2025-08-06,2025-08-08,CUST945,Nancy Cooper,Consumer,PROD19019,Mouse,Electronics,East,Virginia,Carlosfurt,8,31898,25,191388.0,180225.23,11162.77,Cash,Returned,Mitchell-Braun,rhodesjennifer@munoz.org,6,Yes,37
ORD13880,2025-07-26,2025-07-28,CUST958,Brenda Clark,Home Office,PROD18812,Headphones,Electronics,West,Alabama,Lake Belinda,1,41310,20,33048.0,27486.65,5561.35,UPI,Cancelled,Peterson PLC,jamesbird@holloway-holland.com,23,No,0
ORD13881,2025-09-15,2025-09-22,CUST233,Thomas Hall,Consumer,PROD19765,Calculater,Office Supplies,South,Alaska,East Rhonda,4,1179,0,4716.0,2085.71,2630.29,Net Banking,Returned,"Cruz, Reid and Owens",karenhernandez@mitchell.net,32,No,0
ORD13882,2025-06-25,2025-06-28,CUST882,Michael Watkins,Consumer,PROD16891,Moniter,Electronics,South,Minnesota,East Joseph,8,21535,0,172280.0,142184.13,30095.87,Credit Card,Returned,Ford Ltd,ernest48@taylor-walker.com,19,No,0
ORD13883,2025-08-06,2025-08-12,CUST266,Belinda Torres,Corporate,PROD16026,Rice Bag,Grocery,North,Florida,New Robertburgh,3,380,10,1026.0,911.98,114.02,Net Banking,Returned,Brown-Weaver,knightnicole@kaiser-avila.com,21,No,0
ORD13884,2025-02-12,2025-02-18,CUST262,Ashley Bentley,Consumer,PROD19228,Stapler,Office Supplies,West,South Carolina,Victorbury,10,142,10,1278.0,816.0,462.0,Credit Card,Delivered,"Day, Green and Harris",kyle59@rivas.org,0,Yes,22
ORD13885,2024-12-28,2025-01-01,CUST574,Jennifer Edwards,Home Office,PROD16455,Dining Table,Furniture,South,Illinois,Williamside,5,9060,5,43035.0,23424.35,19610.65,Credit Card,Cancelled,Dillon Group,travis74@brown-white.com,21,No,0
ORD13886,2025-08-04,2025-08-05,CUST837,Alfred Turner,Corporate,PROD16997,Keyboard,Electronics,West,Indiana,Andrewtown,9,30225,15,231221.25,204920.37,26300.88,Net Banking,Cancelled,Young Inc,samanthahall@ford.com,29,No,0
ORD13887,2025-05-31,2025-06-05,CUST936,Jose Anderson,Corporate,PROD16949,Headphones,Electronics,North,Alaska,Port Brian,6,13906,10,75092.4,66065.26,9027.14,Cash,Cancelled,Lee PLC,james01@adams.info,0,Yes,45
ORD13888,2025-05-12,2025-05-16,CUST983,Eric Wright,Home Office,PROD13134,Keyboard,Electronics,North,Tennessee,East Joshua,4,46533,25,139599.0,130544.75,9054.25,Net Banking,Pending,Ellis Group,vrivers@hampton.net,13,No,0
ORD13889,2025-06-23,2025-06-27,CUST104,Richard Mcdowell,Home Office,PROD12730,Laptop,Electronics,West,Vermont,North Troyborough,5,42951,15,182541.75,153601.37,28940.38,UPI,Cancelled,Hawkins and Sons,qshaw@snyder.info,8,Yes,31
ORD13890,2025-12-11,2025-12-12,CUST511,Juan Smith,Consumer,PROD11542,Study Table,Furniture,South,Iowa,Ramirezchester,3,13491,0,40473.0,22159.6,18313.4,UPI,Delivered,Jacobs-Ramos,hfuller@gomez.biz,40,No,0
ORD13891,2026-03-18,2026-03-23,CUST845,Diana Rodriguez,Home Office,PROD16449,Cooking Oil,Grocery,South,Maryland,Martinezland,1,136,25,102.0,78.39,23.61,Cash,Returned,"Alvarado, Garcia and King",mackkimberly@robles.com,33,No,0
ORD13892,2024-12-28,2025-01-02,CUST765,Lindsey Roberts,Corporate,PROD12859,Dining Table,Furniture,North,Louisiana,Lawrencechester,8,11910,15,80988.0,47408.97,33579.03,UPI,Cancelled,"Fritz, Wade and Martin",djames@valencia.com,2,Yes,34
ORD13893,2024-11-16,2024-11-18,CUST598,Richard Cobb,Corporate,PROD11701,Snacks,Grocery,South,Nebraska,North Victoria,3,60,0,180.0,141.35,38.65,Cash,Delivered,Parker PLC,iblake@english.com,4,Yes,31
ORD13894,2025-07-01,2025-07-08,CUST484,David West,Home Office,PROD12362,Headphones,Electronics,West,Hawaii,Port Robert,2,28589,15,48601.3,45404.42,3196.88,Credit Card,Delivered,"Sullivan, Sullivan and Adams",phillipsjohn@evans.net,49,No,0
ORD13895,2024-12-17,2024-12-22,CUST501,Frank Ramsey,Home Office,PROD14536,File Folder,Office Supplies,North,Delaware,East Samuelland,10,1628,25,12210.0,6567.04,5642.96,Cash,Cancelled,Lopez-Myers,santiagorebecca@larsen.org,40,No,0
ORD13896,2026-01-17,2026-01-23,CUST216,Samuel Tapia,Corporate,PROD12889,Headphones,Electronics,South,Nevada,Lake Wendy,4,44826,15,152408.4,132951.52,19456.88,Net Banking,Delivered,Smith PLC,guerrerocarlos@stephens.com,29,No,0
ORD13897,2025-01-06,2025-01-12,CUST917,Rebecca White,Consumer,PROD11962,Study Table,Furniture,South,West Virginia,Lake Elizabeth,6,15498,25,69741.0,36972.72,32768.28,UPI,Pending,Boyd and Sons,joneschristopher@franco.com,42,No,0
ORD13898,2025-08-31,2025-09-06,CUST133,Kristen Hanson,Home Office,PROD19945,Keyboard,Electronics,South,Florida,Port Robertland,7,29231,0,204617.0,181423.23,23193.77,Net Banking,Pending,Navarro and Sons,aatkins@mcdonald.com,49,No,0
ORD13899,2025-05-10,2025-05-14,CUST309,Janice Martin,Corporate,PROD19224,Snacks,Grocery,East,Alaska,South Lisatown,10,698,25,5235.0,4710.35,524.65,Credit Card,Pending,Schneider PLC,fgould@harris.com,30,No,0
ORD13900,2026-04-03,2026-04-08,CUST386,Carla Ortiz,Consumer,PROD13612,Mouse,Electronics,North,Maine,Lake Rachael,2,46646,5,88627.4,80788.97,7838.43,Credit Card,Cancelled,Christensen Inc,barrettjason@strong-price.com,26,No,0
ORD13901,2025-08-04,2025-08-09,CUST938,Christopher Smith,Corporate,PROD18208,Calculater,Office Supplies,North,South Carolina,Laurentown,10,504,0,5040.0,3040.37,1999.63,UPI,Delivered,Brown-Dougherty,duffykristin@bailey.com,28,No,0
ORD13902,2025-11-03,2025-11-05,CUST120,Michael Bowers,Home Office,PROD14522,Sugar,Grocery,East,Illinois,Michaelmouth,9,721,15,5515.65,4443.7,1071.95,Net Banking,Cancelled,Little Inc,martinezdaniel@fisher-friedman.com,10,No,0
ORD13903,2025-06-03,2025-06-08,CUST108,Christian Bell,Corporate,PROD15921,Keyboard,Electronics,West,Arkansas,South David,9,30335,10,245713.5,232877.73,12835.77,Net Banking,Returned,Spears and Sons,jenniferhall@mayo.net,49,No,0
ORD13904,2024-08-03,2024-08-07,CUST983,Joseph Williams,Home Office,PROD18723,Pen,Office Supplies,North,Minnesota,Nicholasshire,9,961,20,6919.2,3625.61,3293.59,Net Banking,Cancelled,"Graham, Wilson and Hill",wwarren@myers.com,6,Yes,32
ORD13905,2024-09-26,2024-10-02,CUST764,Cassandra Ford,Corporate,PROD12401,Cooking Oil,Grocery,South,Indiana,Jacquelinestad,5,462,25,1732.5,1429.0,303.5,Cash,Cancelled,Morales Ltd,matthewmckee@peterson.com,47,No,0
ORD13906,2025-12-28,2025-12-31,CUST786,Ashley Castaneda,Home Office,PROD13233,Mouse,Electronics,North,Wyoming,Normanville,5,24707,0,123535.0,101367.47,22167.53,Cash,Delivered,Clark and Sons,cody44@rojas.com,0,Yes,36
ORD13907,2024-07-08,2024-07-14,CUST395,Anthony Baker DDS,Home Office,PROD13345,Juice Pack,Grocery,North,Virginia,Brandonberg,10,967,25,7252.5,6489.44,763.06,Cash,Cancelled,"Roy, Fields and Nelson",harrisonkaren@hunt-freeman.com,2,Yes,50
ORD13908,2025-07-25,2025-07-26,CUST966,Joshua Torres,Home Office,PROD13496,Sugar,Grocery,North,Hawaii,New Paulfort,1,666,25,499.5,421.04,78.46,Net Banking,Pending,Combs Inc,juanlynch@silva.org,38,No,0
ORD13909,2025-09-14,2025-09-21,CUST366,Phillip Jenkins,Consumer,PROD18794,Snacks,Grocery,South,Maine,Phillipsfurt,7,432,20,2419.2,2173.92,245.28,Cash,Delivered,Taylor and Sons,mary84@chung-lewis.com,5,Yes,41
ORD13910,2024-04-05,2024-04-09,CUST238,Danny Johnson,Consumer,PROD14018,Mouse,Electronics,North,Arizona,New Daniel,4,15048,25,45144.0,39344.43,5799.57,Credit Card,Delivered,King-Thomas,jonathan81@miller.info,2,Yes,20
ORD13911,2025-09-06,2025-09-09,CUST557,Patricia Pugh,Consumer,PROD13806,BookSelf,Furniture,West,Ohio,Veronicatown,7,16165,5,107497.25,73617.98,33879.27,Net Banking,Cancelled,Romero and Sons,avaldez@abbott-west.com,33,No,0
ORD13912,2026-01-06,2026-01-08,CUST384,Douglas Franklin,Home Office,PROD11815,Dining Table,Furniture,South,Rhode Island,South Gloria,6,16984,5,96808.8,58903.92,37904.88,Net Banking,Cancelled,Taylor Group,gordontonya@marquez.com,40,No,0
ORD13913,2025-04-27,2025-05-03,CUST359,Amanda Anderson,Home Office,PROD13043,Calculater,Office Supplies,North,Colorado,Ashleyton,2,1278,15,2172.6,901.02,1271.58,Net Banking,Pending,Castro Ltd,darrenowens@powell.com,26,No,0
ORD13914,2025-11-20,2025-11-25,CUST589,Anthony Williams,Consumer,PROD16179,Moniter,Electronics,North,Arkansas,Jeromemouth,7,27378,25,143734.5,115826.92,27907.58,UPI,Pending,"Beck, Andrews and Hicks",goodjason@sweeney-jenkins.net,45,No,0
ORD13915,2026-02-13,2026-02-15,CUST783,Taylor Boyd,Home Office,PROD13203,Cooking Oil,Grocery,North,Florida,East Victormouth,5,158,25,592.5,508.35,84.15,Net Banking,Pending,Harris Ltd,kristy86@perez-cole.com,1,Yes,44
ORD13916,2025-11-24,2025-11-26,CUST137,Jennifer Stanley,Home Office,PROD14744,Notebook,Office Supplies,North,Mississippi,East Danielchester,1,1397,20,1117.6,565.23,552.37,Net Banking,Delivered,Jones-Ayers,justinmoore@lewis.com,3,Yes,50
ORD13917,2025-06-29,2025-07-05,CUST437,Kathleen Watkins,Home Office,PROD12666,Notebook,Office Supplies,East,Hawaii,Aliciaport,1,249,5,236.55,165.27,71.28,Net Banking,Cancelled,Evans PLC,michael64@smith.com,38,No,0
ORD13918,2024-09-09,2024-09-12,CUST272,Janet Sparks,Corporate,PROD16892,Notebook,Office Supplies,East,Missouri,North Kyleside,10,1144,20,9152.0,4327.24,4824.76,Net Banking,Cancelled,"Chang, Ferguson and Patel",charleslang@reeves-clements.org,13,No,0
ORD13919,2025-01-01,2025-01-03,CUST909,Nicholas Perkins,Corporate,PROD15291,Cooking Oil,Grocery,North,New Hampshire,Francoland,10,410,10,3690.0,2770.06,919.94,UPI,Delivered,Jimenez and Sons,sean80@drake.com,2,Yes,50
ORD13920,2025-11-07,2025-11-09,CUST568,Bonnie Smith,Home Office,PROD19590,Sugar,Grocery,North,Virginia,North Derrickstad,6,616,25,2772.0,2381.46,390.54,Cash,Pending,Mcneil PLC,jgriffin@stein.com,10,No,0
ORD13921,2024-09-10,2024-09-14,CUST583,Melanie West,Home Office,PROD11974,File Folder,Office Supplies,North,Idaho,Johnsonchester,7,1054,15,6271.3,3525.09,2746.21,Net Banking,Pending,"Evans, Wilson and Davis",phillipschristian@williams-collins.org,2,Yes,46
ORD13922,2025-03-10,2025-03-14,CUST809,Victor Hudson,Home Office,PROD13950,Sofa,Furniture,North,Missouri,South Madison,7,18571,15,110497.45,76071.08,34426.37,Net Banking,Pending,Clark-James,vorozco@schmidt.com,19,No,0
ORD13923,2026-02-03,2026-02-09,CUST543,Jennifer Lewis,Home Office,PROD12757,Headphones,Electronics,East,Connecticut,East Michael,7,32031,0,224217.0,200154.53,24062.47,Credit Card,Delivered,Anderson PLC,marcuswhite@murillo.info,24,No,0
ORD13924,2024-10-05,2024-10-07,CUST345,Mark Hull,Consumer,PROD14387,Juice Pack,Grocery,South,Washington,Shafferfort,2,191,0,382.0,332.27,49.73,Cash,Returned,Baker LLC,jessica36@parker-turner.com,19,No,0
ORD13925,2024-09-14,2024-09-18,CUST367,Kristen Cox,Consumer,PROD13841,Cooking Oil,Grocery,North,Arkansas,South Sabrinaton,7,371,5,2467.15,2015.25,451.9,Cash,Cancelled,"Nunez, Morse and Novak",reedmichael@martinez-smith.com,49,No,0
ORD13926,2025-01-25,2025-01-28,CUST511,Alexander Hill,Consumer,PROD14606,Cooking Oil,Grocery,West,West Virginia,New Tiffany,5,525,5,2493.75,1981.57,512.18,Credit Card,Cancelled,Moore Group,ashleyhall@smith-evans.biz,33,No,0
ORD13927,2026-01-09,2026-01-12,CUST434,Joshua Raymond,Consumer,PROD12535,Laptop,Electronics,North,Arizona,Lake Hunter,6,18112,20,86937.6,74385.9,12551.7,UPI,Returned,"Fleming, Brown and Villarreal",barbara58@gibbs.com,24,No,0
ORD13928,2026-01-03,2026-01-07,CUST588,Jerry Bolton,Consumer,PROD13298,Moniter,Electronics,North,North Dakota,Sparkston,1,21115,0,21115.0,19758.65,1356.35,UPI,Cancelled,Mejia PLC,cherylsmith@pierce-franklin.com,32,No,0
ORD13929,2026-01-14,2026-01-18,CUST393,Allison Lee,Corporate,PROD19037,Snacks,Grocery,West,North Carolina,Snyderstad,3,86,0,258.0,197.38,60.62,Credit Card,Delivered,Gregory-Morrow,johnsondavid@castillo-singh.net,0,Yes,35
ORD13930,2025-10-03,2025-10-04,CUST546,Alexis Burns,Consumer,PROD13896,Laptop,Electronics,North,Louisiana,North John,2,31908,25,47862.0,40955.91,6906.09,Net Banking,Pending,Miller-Pham,gmccall@salas.com,32,No,0
ORD13931,2024-08-26,2024-08-28,CUST548,Samantha Snow,Corporate,PROD14871,Sofa,Furniture,East,North Dakota,South Robertchester,9,12215,15,93444.75,53766.28,39678.47,Cash,Returned,Howard-Hess,williamsamanda@weber.com,28,No,0
ORD13932,2024-07-12,2024-07-13,CUST838,Richard Arnold,Home Office,PROD19945,BookSelf,Furniture,North,Minnesota,Sarahfort,3,17166,25,38623.5,19581.56,19041.94,Cash,Pending,"Peterson, Lee and Sims",lfrazier@patterson-fry.com,14,No,0
ORD13933,2026-03-30,2026-04-03,CUST960,Cindy Stephenson,Home Office,PROD12059,Study Table,Furniture,West,Connecticut,Barryshire,10,12296,15,104516.0,53563.85,50952.15,UPI,Returned,Perez LLC,yolanda26@martinez.org,7,Yes,47
ORD13934,2024-09-03,2024-09-05,CUST231,Jennifer Martin,Consumer,PROD19043,Moniter,Electronics,South,Iowa,Shahstad,7,48026,20,268945.6,240119.94,28825.66,Cash,Returned,Stewart PLC,staceythompson@nelson-becker.com,20,No,0
ORD13935,2026-02-15,2026-02-20,CUST909,Anna Singleton,Home Office,PROD19972,Cooking Oil,Grocery,South,North Carolina,South Savannah,2,952,15,1618.4,1301.05,317.35,Credit Card,Pending,"Hernandez, Harrison and Fuller",sandra75@henry.com,39,No,0
ORD13936,2024-10-22,2024-10-27,CUST195,Shannon Murray,Home Office,PROD19141,Moniter,Electronics,North,Montana,Greenville,9,40358,10,326899.8,271137.95,55761.85,Cash,Cancelled,Miller-Scott,thompsoneric@nash.com,29,No,0
ORD13937,2024-08-21,2024-08-22,CUST708,Joshua Clark,Consumer,PROD13275,Moniter,Electronics,East,Hawaii,West Tracyport,5,48321,25,181203.75,151030.29,30173.46,Cash,Pending,Wade-Beck,ddoyle@ray.info,7,Yes,49
ORD13938,2025-10-13,2025-10-17,CUST351,Matthew Shannon,Home Office,PROD11921,Mouse,Electronics,North,New York,Daisyshire,8,12062,10,86846.4,71571.77,15274.63,Net Banking,Cancelled,Romero Inc,kelly60@bradley.org,3,Yes,34
ORD13939,2024-05-26,2024-05-30,CUST675,Jerry Mendez,Consumer,PROD14175,Stapler,Office Supplies,North,Montana,Warnerstad,7,1062,25,5575.5,3816.63,1758.87,Net Banking,Returned,Campbell-Gardner,mathewpatterson@heath-henry.com,38,No,0
ORD13940,2025-12-20,2025-12-26,CUST808,Janice Murillo,Consumer,PROD18750,BookSelf,Furniture,West,Wisconsin,New Lance,9,12519,0,112671.0,76481.02,36189.98,Net Banking,Cancelled,"Henderson, Hicks and Clayton",eric13@castro.com,25,No,0
ORD13941,2025-02-17,2025-02-21,CUST887,Stephen Williams,Consumer,PROD13283,Stapler,Office Supplies,North,South Carolina,New Wayne,8,399,5,3032.4,1788.46,1243.94,Net Banking,Cancelled,Lopez PLC,debranguyen@roman.biz,7,Yes,49
ORD13942,2024-04-14,2024-04-16,CUST988,Jerry Mendoza,Consumer,PROD12961,Keyboard,Electronics,South,Arizona,West Shannon,5,41415,25,155306.25,129809.64,25496.61,Credit Card,Returned,Brown Ltd,stephanie57@smith.com,36,No,0
ORD13943,2026-02-16,2026-02-19,CUST217,Samuel Walker DVM,Corporate,PROD16630,Sofa,Furniture,East,Mississippi,Lydiaview,6,8911,25,40099.5,22028.82,18070.68,Cash,Cancelled,Roberts-Barry,mendezashley@goodwin.com,32,No,0
ORD13944,2025-08-25,2025-08-28,CUST708,Diamond Rodriguez,Consumer,PROD16546,Snacks,Grocery,East,California,Nicholasbury,9,944,10,7646.4,6641.67,1004.73,UPI,Pending,"Hester, Thomas and Benitez",tylerlopez@young-miller.biz,45,No,0
ORD13945,2024-07-15,2024-07-19,CUST816,Kevin Boyd,Corporate,PROD19003,Cooking Oil,Grocery,East,Florida,East Jameshaven,2,307,10,552.6,490.17,62.43,Credit Card,Cancelled,"Schroeder, Morales and Rodriguez",ericperez@miller.com,18,No,0
ORD13946,2024-06-02,2024-06-06,CUST601,Mary Long,Consumer,PROD15006,Office Chair,Furniture,West,Connecticut,East Tonybury,5,12871,5,61137.25,43267.8,17869.45,UPI,Returned,Wood-Bush,brandywebster@wilson.net,5,Yes,22
ORD13947,2025-01-19,2025-01-23,CUST536,Elizabeth Lucas,Consumer,PROD11591,Sugar,Grocery,South,California,South Charles,8,943,5,7166.8,5929.94,1236.86,Credit Card,Cancelled,"Meyer, Smith and Mullins",paulgordon@cook-sutton.com,46,No,0
ORD13948,2025-04-11,2025-04-18,CUST843,Megan Johnson,Consumer,PROD17078,Cooking Oil,Grocery,South,Nebraska,New Lisa,1,289,25,216.75,192.5,24.25,UPI,Delivered,"Campbell, Lewis and Taylor",robertjenkins@evans-taylor.net,28,No,0
ORD13949,2025-05-02,2025-05-07,CUST136,Frederick Chandler,Corporate,PROD13717,Keyboard,Electronics,West,Wyoming,Charlesburgh,1,40611,10,36549.9,30218.88,6331.02,Cash,Delivered,Lopez Group,dawn24@payne-martinez.com,21,No,0
ORD13950,2024-05-01,2024-05-06,CUST671,Brian Johnson,Corporate,PROD16372,Calculater,Office Supplies,South,New York,West Parkerfort,9,352,15,2692.8,1300.5,1392.3,Net Banking,Returned,"Garner, Williams and King",hzuniga@booth-gay.net,41,No,0
ORD13951,2025-05-13,2025-05-15,CUST238,Justin Moran,Consumer,PROD14845,Dining Table,Furniture,South,Oregon,Penningtonhaven,4,10991,20,35171.2,17859.17,17312.03,Net Banking,Delivered,Martinez LLC,ygonzales@anthony.org,29,No,0
ORD13952,2024-05-27,2024-06-03,CUST997,Stephanie Harrington,Home Office,PROD17057,Pen,Office Supplies,North,Tennessee,Sarahport,5,1125,20,4500.0,2708.38,1791.62,Credit Card,Pending,"King, Mendoza and Crosby",parrishtommy@baxter.com,32,No,0
ORD13953,2025-10-27,2025-10-28,CUST161,Sarah Barber,Consumer,PROD19312,Keyboard,Electronics,North,Georgia,South Connie,1,18563,25,13922.25,12481.54,1440.71,Net Banking,Returned,"Reed, Coleman and Barnes",james00@henderson-tucker.com,36,No,0
ORD13954,2026-01-11,2026-01-18,CUST959,Susan Miller,Consumer,PROD18819,BookSelf,Furniture,North,North Dakota,North David,1,13850,15,11772.5,7925.81,3846.69,Credit Card,Cancelled,"Hanson, Sanchez and Spencer",oward@hickman.info,28,No,0
ORD13955,2024-11-27,2024-11-29,CUST486,Kelly Burns,Consumer,PROD17953,Sugar,Grocery,North,North Carolina,North Patrick,7,652,20,3651.2,3008.51,642.69,Net Banking,Pending,Peters LLC,christopherbeck@chapman.com,24,No,0
ORD13956,2024-11-01,2024-11-02,CUST793,Richard Proctor,Consumer,PROD15068,Cooking Oil,Grocery,South,Colorado,West Megantown,5,989,0,4945.0,3900.14,1044.86,Cash,Cancelled,"Parker, Yang and Evans",rhodesmitchell@bowers.com,10,No,0
ORD13957,2025-07-01,2025-07-04,CUST762,Andrew Schneider,Consumer,PROD17445,Headphones,Electronics,North,Kentucky,New Laurenport,5,28321,0,141605.0,129554.44,12050.56,Cash,Pending,Allison-Larson,wilkersonstephen@duran-jones.info,34,No,0
ORD13958,2025-09-08,2025-09-09,CUST340,Carol Brown,Corporate,PROD16017,Pen,Office Supplies,West,Colorado,Casestad,6,1233,10,6658.2,4100.29,2557.91,UPI,Pending,Smith-York,barbaraturner@smith.com,49,No,0
ORD13959,2026-02-28,2026-03-01,CUST776,Gregory Medina,Corporate,PROD12886,Office Chair,Furniture,West,Kentucky,Rogersport,5,15840,20,63360.0,42575.4,20784.6,Cash,Cancelled,"Thomas, Henry and Martinez",uhancock@phillips.org,35,No,0
ORD13960,2026-01-13,2026-01-19,CUST888,Mrs. Martha Cochran,Home Office,PROD18897,Calculater,Office Supplies,North,Colorado,Livingstonstad,2,1980,5,3762.0,1516.16,2245.84,Credit Card,Delivered,"Walker, Morrow and Anderson",lisapearson@vasquez.com,31,No,0
ORD13961,2025-05-07,2025-05-10,CUST367,Walter Short,Corporate,PROD16241,File Folder,Office Supplies,South,Alaska,East Elizabeth,10,686,20,5488.0,3115.46,2372.54,Net Banking,Pending,Moore Ltd,sarah01@wolf-jordan.com,40,No,0
ORD13962,2025-11-16,2025-11-18,CUST272,Michael Armstrong,Home Office,PROD18150,Moniter,Electronics,South,Idaho,South Sandra,3,45048,0,135144.0,116637.05,18506.95,Credit Card,Cancelled,Durham-Manning,vjohnson@martin.org,46,No,0
ORD13963,2026-02-14,2026-02-21,CUST187,Corey Freeman,Corporate,PROD13636,Mouse,Electronics,South,Georgia,Aprilstad,8,26048,5,197964.8,171744.49,26220.31,Net Banking,Pending,Tran-Green,carl00@roy-mosley.com,21,No,0
ORD13964,2025-07-05,2025-07-09,CUST941,Adam Roberts,Consumer,PROD19701,BookSelf,Furniture,North,Louisiana,New Ericaville,9,13996,15,107069.4,70546.87,36522.53,Cash,Pending,"Davis, Welch and Woods",adam04@banks.net,43,No,0
ORD13965,2026-01-25,2026-02-01,CUST884,Elizabeth Johnson,Corporate,PROD12585,Sugar,Grocery,South,Colorado,Stonebury,3,105,10,283.5,219.36,64.14,Cash,Cancelled,Crosby-Martin,matthew90@perez.com,23,No,0
ORD13966,2024-10-27,2024-10-31,CUST838,Patricia Welch,Corporate,PROD19578,Rice Bag,Grocery,North,New York,New Kathleen,7,655,10,4126.5,3140.0,986.5,Cash,Pending,Moran-Davenport,samuel77@pena.com,4,Yes,36
ORD13967,2025-04-01,2025-04-08,CUST373,Lori Mason,Home Office,PROD14473,Stapler,Office Supplies,North,North Carolina,North Shane,2,1988,0,3976.0,2180.14,1795.86,Credit Card,Returned,Best-Copeland,richard41@huynh-rogers.com,34,No,0
ORD13968,2026-04-03,2026-04-10,CUST689,Nicholas Thomas,Home Office,PROD13472,Rice Bag,Grocery,North,Massachusetts,East Jeffreychester,4,810,15,2754.0,2395.51,358.49,UPI,Pending,Mitchell Inc,manuel28@hawkins-davis.com,19,No,0
ORD13969,2025-06-19,2025-06-25,CUST935,Chad Grimes,Home Office,PROD11207,Headphones,Electronics,South,New Hampshire,Whitehaven,3,30920,0,92760.0,77236.79,15523.21,UPI,Pending,Robinson-Hall,matthewmoreno@gonzalez-kelly.biz,31,No,0
ORD13970,2024-05-12,2024-05-13,CUST438,Jasmine Murphy,Home Office,PROD16237,Snacks,Grocery,North,Minnesota,Juanborough,2,558,20,892.8,728.71,164.09,Net Banking,Delivered,White and Sons,travismichael@wilson.net,29,No,0
ORD13971,2025-03-03,2025-03-04,CUST900,Douglas Boyd,Home Office,PROD15551,Headphones,Electronics,North,Texas,Lisafort,7,28040,20,157024.0,138154.47,18869.53,Net Banking,Cancelled,"Burton, Murphy and Chandler",donaldortiz@marks.com,28,No,0
ORD13972,2024-10-13,2024-10-16,CUST241,Amy Cooper,Home Office,PROD14853,Juice Pack,Grocery,South,Rhode Island,West Stacey,6,235,20,1128.0,927.37,200.63,Cash,Cancelled,"Curry, Peterson and Lewis",patrickfowler@wright-bradley.com,50,No,0
ORD13973,2025-05-08,2025-05-15,CUST422,Deborah Reed,Home Office,PROD18033,Cooking Oil,Grocery,West,Maryland,Phillipmouth,3,929,5,2647.65,2025.86,621.79,Net Banking,Delivered,"Snyder, Scott and Lopez",rebekahdavis@myers-fisher.com,40,No,0
ORD13974,2025-10-10,2025-10-11,CUST606,Tara Mills,Consumer,PROD16312,Notebook,Office Supplies,North,Minnesota,Lucasville,5,1543,15,6557.75,3055.96,3501.79,UPI,Delivered,Hampton and Sons,hhanson@johnson-smith.com,42,No,0
ORD13975,2025-05-27,2025-06-02,CUST343,David Miller,Consumer,PROD13220,Laptop,Electronics,South,Washington,North Reginaburgh,9,18135,20,130572.0,108043.47,22528.53,UPI,Pending,Carter Group,darlene73@wilcox.biz,39,No,0
ORD13976,2025-05-23,2025-05-28,CUST188,Michael Koch,Corporate,PROD11067,Calculater,Office Supplies,West,Missouri,Sheliamouth,5,1350,0,6750.0,4003.54,2746.46,Credit Card,Delivered,Hopkins LLC,murphydavid@reed.com,25,No,0
ORD13977,2024-05-02,2024-05-06,CUST224,Samantha Jackson,Consumer,PROD17176,Mouse,Electronics,North,Nebraska,Garyfort,4,32697,25,98091.0,81066.13,17024.87,Net Banking,Returned,Moore Inc,christopherwheeler@tran.org,47,No,0
ORD13978,2026-02-24,2026-02-27,CUST205,Bobby Harris,Corporate,PROD18443,Pen,Office Supplies,South,Maryland,West Brandy,1,321,15,272.85,181.47,91.38,Cash,Cancelled,Nelson PLC,owerner@collins-henderson.com,23,No,0
ORD13979,2025-04-02,2025-04-07,CUST518,Teresa Webb,Home Office,PROD12322,Pen,Office Supplies,South,Nevada,Kelseyfurt,2,1619,10,2914.2,1726.18,1188.02,Cash,Returned,Rivers-Hendrix,susan41@johnson.info,0,Yes,39
ORD13980,2025-07-25,2025-07-31,CUST133,Robert Murphy,Corporate,PROD14935,Juice Pack,Grocery,South,Arkansas,Reneeview,9,912,0,8208.0,6603.36,1604.64,Cash,Delivered,"Thompson, Sandoval and Howard",burtonadriana@smith.net,50,No,0
